name ,Asset Growth,Net Interest margin,ROA,Loss Allowance to Loans,Loans to Assets,Score
First Financial Bank,5.934469761,3.619204747,0.903382574,1.047549013,44.87694989,12.61177156
1st Bank in Hominy,2.833966788,3.574551643,0.70794023,0.528806012,45.58324618,12.59863602
G. W. Jones Exchange Bank,4.227691112,3.377530766,0.611998778,1.177651647,45.21668463,12.59596646
Commercial Bank,4.553425093,3.183604219,1.313440633,1.674695381,44.17089665,12.58565922
County Savings Bank,-0.897362658,3.19540151,0.344022697,0.840228172,45.92854423,12.57704915
Western Bank of Wolf Point,8.217155131,3.067359101,1.070961622,2.23703874,43.91226222,12.57190542
Heritage Bank,-0.357339676,3.056984942,2.026640604,1.780172546,43.39008614,12.56347106
The Capital Bank,55.64414048,2.325105881,0.502207288,1.424266584,45.93968248,12.54781556
Farmers State Bank of Hoffman,3.809042894,3.391229636,0.937203689,1.049204052,44.79139656,12.54225848
The Citizens State Bank of Taylor County,4.513499041,3.706302554,0.675160821,1.373647456,44.39915016,12.53856525
FMB Bank,3.185045089,3.36950354,0.10354176,1.806072243,44.85650851,12.53390651
Bank of York,4.122513857,3.31087015,1.045075056,0.921108934,44.82597,12.52575604
"Exchange Bank and Trust Company, Natchitoches, Louisiana",7.938301357,3.539853365,1.710315242,1.068507323,43.7647042,12.52084503
Century Bank and Trust Company,8.837519904,2.037551589,0.753932232,1.262305768,46.00570416,12.51487344
Commercial State Bank,-2.064852403,2.516508753,0.037866686,1.805991132,45.50694131,12.46682697
The Henry County Bank,3.401242544,3.000024535,0.536099719,1.114087517,45.21479017,12.46625049
Community Bank of Marshall,3.447390123,2.745476013,0.947766079,1.019621791,45.14593952,12.46470085
Northern California National Bank,15.26901662,2.888020335,0.96588059,1.421791823,44.58114032,12.46420827
Stockmens Bank,12.44729394,3.26066407,0.832241928,1.582807875,44.17489748,12.46265284
Bank of Commerce,-3.164942179,4.071831174,0.822969596,1.370178469,43.44694664,12.42798147
Boelus State Bank,3.177818573,2.79332247,0.85768904,2.96507484,43.09046021,12.42663664
Northern State Bank of Thief River Falls,9.581491788,2.588668969,1.259005348,1.987866271,43.86777464,12.42582881
State Bank of St. Jacob,2.641747496,3.253169531,1.762058815,2.14070607,42.53765476,12.42339729
State Bank of Danvers,-1.542887587,3.391363368,1.676914583,2.599456387,42.00106553,12.41719997
First National Bank in New Bremen,3.289553417,2.946825558,1.341400321,1.693422693,43.68076789,12.41560412
First Security Trust and Savings Bank,4.31894625,3.076826614,1.139689414,0.825858789,44.60695959,12.4123336
"Carroll County Trust Company of Carrollton, Missouri",-0.571697178,3.014416908,0.655481791,1.435319257,44.53711585,12.41058345
Garden Plain State Bank,7.402346461,3.479751802,1.217861368,2.066357648,42.85439775,12.40459214
Shell Lake State Bank,-0.288936397,3.382767021,1.489681268,1.634610262,43.08886545,12.398981
Oklahoma Bank and Trust Company,-2.215884698,3.060408246,1.375621361,1.8814924,43.27384238,12.3978411
Talbot State Bank,-2.503739351,3.645241342,0.006405611,1.477797001,44.43974768,12.39229791
The Bank of Southside Virginia,2.665640511,3.660264608,1.512801985,1.946146797,42.44283365,12.39051176
Wabash Savings Bank,-4.575575891,3.405744616,-0.754310115,0.975056689,45.93457452,12.39026643
Anna State Bank,6.27182124,3.198847957,1.03620024,0.899163239,44.35726528,12.37286918
Texico State Bank,11.63552039,3.943867373,0,1.495270064,44.03219206,12.36783237
Frost  Bank,5.868986901,3.305894488,1.463491222,0.995871251,43.6517135,12.35424262
Slovenian Savings and Loan Association of Canonsburg,9.360498306,2.722417697,1.156628919,0.965687629,44.54590432,12.34765964
The First National Bank of Mount Dora,4.784699229,3.550246553,1.429037166,2.75333806,41.65533054,12.34698808
The Commercial Bank of Grayson,1.173191563,3.772389141,0.674898847,1.095814142,43.83317351,12.34406891
Home Federal Bank of Tennessee,3.794288681,2.699223098,0.630129933,0.925448296,45.11843575,12.34330927
Silex Banking Company,-3.438900426,3.316558464,1.343554082,2.106419714,42.60574926,12.34307038
"The Citizens Bank of Philadelphia, Mississippi",9.003788237,3.059500645,0.715490081,0.730086561,44.81410425,12.32979538
Lisle Savings Bank,-1.749634764,2.565198263,0.789115241,1.315077436,44.63958223,12.32724329
The Security State Bank,12.28050752,3.270557392,0.850926179,0.857029624,44.31478488,12.32332452
State Bank of Cerro Gordo,7.757395013,3.270354652,0.565454308,0.677027235,44.76887332,12.32042738
Western Bank,9.671258483,3.976259923,1.713452696,3.96039604,39.58540139,12.30887751
Bank of Winnfield & Trust Company,-0.170464025,3.66655909,1.115137173,1.239258104,43.18252707,12.30087036
Jackson Federal Savings and Loan Association,-5.340586928,2.381039619,0.279098858,1.548783897,44.9722882,12.29530264
The Gerber State Bank,-3.55649319,2.913284121,0.817926348,1.117084993,44.31073439,12.28975746
Merchants Commercial Bank,19.59803931,4.337371582,1.22653976,1.670292961,41.85274226,12.27173664
Blue Ridge Bank,-7.272933166,3.159602679,0.646817434,2.103066303,43.1591538,12.26716005
The Chasewood Bank,-23.76144192,3.142711687,0.505219609,0.859549596,44.52632392,12.2584512
"The Bank of San Jacinto County, Coldspring, Texas",2.221213726,4.51388436,1.001701375,1.423088279,42.08960492,12.25706973
"Citizens Savings and Loan Association, FSB",-1.476759928,2.613964644,0.17093193,0.55285272,45.65997292,12.24943055
Peoples National Bank of Kewanee,0.710942823,4.21206826,1.039382386,1.294223077,42.4440684,12.24743553
First  Bank of Thomas,-4.486821128,3.692347952,1.751732642,2.24465791,41.29863138,12.24684247
The Piqua State Bank,-4.882259512,3.856068133,0.612088753,2.336934774,42.1345211,12.23490319
"FSNB, National Association",-0.473589703,3.390582243,3.695466716,1.915216093,39.88612502,12.22184752
Home Federal Savings and Loan Association of Niles,-3.029623895,2.199790074,0.377903135,0.898296794,45.40361028,12.21990007
The First National Bank of Pawnee,-4.532405964,3.731387008,0.896385735,1.621396371,42.59936681,12.21213398
Peoples Bank & Trust,7.840117771,3.601468413,1.030774133,0.983017249,43.21733769,12.20814937
Pocahontas State Bank,2.141953072,3.354713493,2.355806356,0.603740915,42.47687664,12.19778435
Interaudi Bank,4.868470887,2.81159333,1.403478889,0.692435046,43.87230787,12.19495378
Colorado National Bank,-52.28327967,3.947451469,-0.197129754,1.518385759,43.49883479,12.19188557
First State Bank,4.421043127,2.974766295,0.530664149,2.020589552,43.23694398,12.19074099
North Shore Trust and Savings,1.707779026,2.822781791,0.25039569,0.343608386,45.33838402,12.18879247
First National Bank in Taylorville,2.675502805,3.415027055,1.834955186,1.152398583,42.3069456,12.17733161
"The Peoples Bank, Biloxi, Mississippi",-0.262811663,2.995071177,0.176622438,1.9678989,43.56768455,12.17681927
Community National Bank of Okarche,6.846356727,3.320156029,1.898573722,1.410607597,42.00538519,12.15868063
Community State Bank,-5.965609751,4.217810808,0.625551483,1.023057748,42.72775507,12.14854378
International City Bank Federal Savings Bank,24.41144595,2.887570561,2.849897353,1.273034246,41.58151916,12.14800533
Richton Bank & Trust Company,3.819640226,3.974838425,0.805845366,1.891937958,41.87780789,12.13760741
Lakeside State Bank,-8.932735426,4.112153799,0.898977208,0.9369485,42.59813729,12.1365542
Grove Bank & Trust,12.36567679,2.656538037,1.242390734,2.825127359,41.78727513,12.12783282
The Pecos County State Bank,7.944212109,3.613979853,1.331478491,1.490016695,42.05887806,12.12358827
Hillsboro State Bank,-0.597826087,2.991639698,0.047180187,1.847772883,43.5923913,12.11974602
Vergas State Bank,4.591868696,2.788223606,0.645490388,1.854405402,43.10175614,12.09746888
Commonwealth National Bank,3.951166321,3.858832318,-0.731016651,3.692139954,41.5492506,12.09230156
Safra National Bank of New York,7.120224333,2.007718951,1.665081839,0.811060302,43.84815158,12.08300317
Big Horn Federal Savings Bank,2.931879936,3.272748445,0.569495537,1.767235097,42.7130782,12.08063932
"Sterling Federal Bank, F.S.B.",-2.242601461,2.930164316,0.435720959,0.813594781,44.10076311,12.07006079
"Union Bank, Inc.",3.005335602,3.573369789,1.513818906,0.983273466,42.205382,12.06896104
The Peoples Bank,6.722516137,3.085749567,1.051510095,1.276964895,42.84129581,12.06388009
Community Bank,2.849713589,3.042750053,1.383965762,1.448466723,42.36862053,12.06095077
Phenix-Girard Bank,11.01201226,3.203737372,1.05315124,1.199014951,42.77109136,12.05674873
First Security State Bank,5.009974251,3.397758677,1.163411609,1.166997077,42.49646288,12.05615756
Highland Federal Savings and Loan Association,-0.51167253,3.29335998,0.209737227,1.055074145,43.63607291,12.04856107
The First State Bank of Ransom,-3.30810403,3.184205262,0.767486393,1.981064959,42.23196812,12.04118118
Community Bank of Louisiana,3.03390024,3.203226057,1.497894687,0.761780547,42.63481753,12.02442971
Union State Bank of Browns Valley,-0.207410201,2.897172795,1.183327971,1.207703188,42.80192326,12.0225318
Bank of Winona,7.100148174,3.641050701,1.103127612,1.046981509,42.2600889,12.01281218
The City National Bank of Metropolis,-0.118959222,2.579272644,0.658938536,1.514575819,43.28779653,12.01014588
Atlantic Community Bankers Bank,12.52242879,2.472127555,0.918301605,2.416587921,42.18340276,11.99760496
United Savings Bank,3.9407375,2.550160223,0.659072477,0.803009385,43.92750075,11.98493571
Ormsby State Bank,3.748777147,3.124427649,1.040654848,1.822678146,41.94482489,11.98314638
State Bank of Belle Plaine,-1.180017717,3.169499202,0.814618359,0.891102084,43.02432364,11.97488582
Boone Bank & Trust Co.,5.835622227,3.137832098,1.213025411,1.408427476,42.10226072,11.96538643
Loomis Federal Savings and Loan Association,-9.064971543,3.042574318,-0.015157111,1.317686505,43.50949812,11.96365046
First National Bank,2.069399723,3.880160955,1.5943727,1.346874162,41.02966307,11.96276772
Hoyne Savings Bank,-0.852753562,2.545186515,0.139138564,0.466003176,44.6993563,11.96242114
First National Bank,3.972684692,4.211231094,1.632517923,1.895223751,40.10739352,11.96159157
Investors Community Bank,3.149156711,3.090508799,1.145383084,2.242214533,41.3621457,11.96006303
Banner Banks,4.58468746,2.694519167,0.860576834,1.823685945,42.43236399,11.95278648
First State Bank,1.128177615,3.169123821,0.938127409,1.04032664,42.66277647,11.95258859
Andes State Bank,-15.02059182,2.875444165,0.323478442,1.694915254,42.90726052,11.9502746
Macon Bank and Trust Company,10.05958649,3.245307272,0.809653898,1.609235288,42.01324027,11.91935918
Heartland National Bank,10.35977379,3.18818133,1.19970452,1.460311099,41.81858769,11.91669616
Pioneer Bank,2.434650691,2.737068802,0.852402114,1.17480012,42.87836869,11.91065993
Bank of Labor,3.434804356,3.723145696,0.425746692,1.864665779,41.61995809,11.90837906
Second Federal Savings and Loan Association of Philadelphia,18.56992979,2.755609168,-3.114665242,0.986394558,46.98571544,11.90326348
Farmers Bank & Trust,9.061813892,3.171943837,0.66281834,1.367008842,42.40133699,11.900777
Helena National Bank,22.79750577,3.086894121,0.386489241,2.55334082,41.54309241,11.89245415
Zapata National Bank,-0.314199099,3.21472542,2.534193594,1.276455817,40.53291113,11.88957149
First Texas Bank,-0.590442039,3.331116652,0.974869303,0.609940518,42.59175253,11.87691975
River Valley Community Bank,15.13157714,3.136592019,1.136222635,1.297433577,41.92756461,11.87445321
The First National Bank of Wakefield,4.376811007,3.892160058,0.60432129,1.407638722,41.58375717,11.87196931
Peoples Bank of Graceville,7.090134927,3.000237083,1.402366558,1.055304293,42.02851333,11.87160532
Peoples Independent Bank,-0.076858923,3.457307556,1.011962345,1.007138723,41.95188958,11.85707455
The Bank of Magnolia Company,-3.785753024,3.330634008,0.946026381,1.387032086,41.74349784,11.85179758
Peoples State Bank,5.810225473,2.645919348,1.444117686,0.255078801,42.98389102,11.83225171
Elizabethton Federal Savings Bank,-3.0381434,2.878445351,1.03581205,1.103786484,42.29487632,11.82823005
State Bank,-10.4984966,4.051519816,-0.302218107,1.278451079,42.28200665,11.82743986
Community Bank and Trust of Florida,5.887077023,3.251823437,1.130317736,1.319528687,41.58346196,11.82128296
Holmes County Bank & Trust Company,2.752434912,3.285824884,1.016876458,1.279944826,41.65283032,11.80886912
Great Southern Bank,4.688146615,4.45311782,0.849598926,1.136948289,40.76263671,11.80057544
First State Bank of Randolph County,2.988472085,3.213392392,0.783983811,1.113996933,42.06623892,11.79440301
Arlington State Bank,-4.646689422,3.375366862,1.005339428,1.719314079,41.0715296,11.79288749
Camp Grove State Bank,9.074125874,3.22033955,-0.25311296,0.126968004,44.00559441,11.77494725
Union State Bank,1.850424601,2.778445565,0.628988345,1.353021638,42.32430865,11.77119105
The Central Trust Bank,5.64245433,2.551255831,1.389998766,1.53945882,41.49091114,11.74290614
State Bank of Lincoln,-0.025520709,3.179112768,1.534788923,0.995080345,41.20376546,11.72818687
The Farmers Bank of Mt. Pulaski,21.92190908,3.078526348,0.334661094,1.127969655,42.35983407,11.72524779
First Option Bank,3.7001629,2.998920238,1.326932302,1.216168506,41.35527979,11.72432521
Citizens Bank,5.8427101,3.807148536,2.381721674,0.787575884,39.91299731,11.72236085
Mt. McKinley Bank,9.019881475,3.993361743,1.097484446,1.876342329,39.9027405,11.71748225
"Frederick Community Bank, The",-5.490586605,2.868526674,1.031464678,0.945626478,42.00769759,11.71332886
Dewey Bank,0.464154412,3.759207859,-0.778597619,0.400421496,43.4375,11.70463293
First National Bank of South Carolina,3.262263628,3.476141837,0.685321321,2.025146606,40.45535229,11.66049051
First New Mexico Bank,-0.661573638,3.669244573,1.333886839,2.081268583,39.49745755,11.64546439
Bank of Brewton,-7.182125187,3.984009482,1.007589963,1.515517158,40.06322155,11.64258454
Mills County State Bank,-0.237917183,3.464967207,1.270701242,1.462862249,40.36230306,11.64020844
Kalamazoo County State Bank,-3.608826297,3.524083648,0.092821721,0.835122882,42.04732854,11.6248392
The Conway National Bank,4.455440994,3.131312126,1.063320091,1.233500374,41.04069475,11.61720684
Bank of Millbrook,-0.371690715,2.877074123,0.801411407,2.071689006,40.70187018,11.61301118
"Morgan Stanley Bank, National Association",-1.950883961,2.46221255,2.112606911,0.255063001,41.59829236,11.60704371
The First National Bank of Kemp,8.530011325,3.716874126,0.42423697,0.991659195,41.27066818,11.60085962
Mayville State Bank,-3.040721914,3.094111745,0.74867395,1.59453303,40.957222,11.59863518
The Carlsbad National Bank,11.16344655,3.386188814,1.682378959,1.109017727,40.20447294,11.59551461
The First National Bank of Manchester,-0.310599198,3.211220128,0.966241889,2.408001976,39.77467179,11.59003395
The First National Bank of Jackson,-1.56892954,2.956775799,0.249186518,0.548799927,42.58536966,11.58503298
The Citizens National Bank,0.216052844,3.204940272,0.789493087,1.675451001,40.635644,11.57638209
Union State Bank,-2.296388614,3.170529949,0.126227368,1.422899115,41.52928298,11.56223485
Silvergate Bank,-0.61429577,3.512922489,1.092757876,0.952845074,40.62024959,11.54469376
Logan Bank & Trust Company,4.996809964,3.055628301,0.984235433,1.064513689,40.96162954,11.51650174
The City National Bank of Colorado City,9.489281721,3.485326183,1.715330316,1.656783029,39.09619716,11.48840917
The Bank of Houston,-9.170092276,3.462734268,-1.16711038,3.214261133,40.42314658,11.4832579
First Federal Bank of Ohio,1.893732505,3.022465587,0.469460282,0.707216453,41.69710521,11.47406188
The First National Bank of Trenton,5.247372062,3.325161884,-1.076815121,0.40487945,43.23539751,11.47215593
Richland County Bank,2.601954559,3.206632703,0.843879581,1.238933614,40.59523319,11.47116977
Glenview State Bank,1.156810598,2.645332253,1.184120459,1.75393576,40.27629562,11.46492102
Elkton Bank & Trust Company,2.260056703,3.812366703,1.419234234,1.034274083,39.5359741,11.45046228
The Watkins Savings Bank,3.259659487,2.903480184,1.15264847,0.612524321,40.94464813,11.40332528
The Miners National Bank of Eveleth,1.04640254,3.250483367,0.393147535,0.845746902,41.11856823,11.40198651
The Yoakum National Bank,0.442828636,2.964300649,1.417562536,1.02832381,40.16483066,11.39375441
Pacific Coast Bankers' Bank,11.60076299,2.509521326,1.020022349,1.486885766,40.55238346,11.39220323
First National Bank & Trust Co. of Williston,6.970543245,3.1581811,1.820204639,2.539859436,38.04538501,11.39090755
The Marblehead Bank,3.439884512,3.068484328,0.621673289,0.948387741,40.92390184,11.3906118
American Heritage Bank,3.037092312,2.988341394,1.148812182,1.408046626,40.00903886,11.38855977
Bank of Pensacola,2.383257,2.334854063,-0.040239651,0.984867347,42.24821757,11.38192483
Bessemer Trust Company,32.4436999,1.687369577,2.77038176,0,41.0192429,11.36924856
The Peoples Savings Bank,0.386222616,3.707996661,0.889283894,1.540660737,39.24908193,11.34675581
"First Mutual Bank, FSB",-1.826743437,4.521922844,-0.237428707,0.309738058,40.7903506,11.3461457
American Bank of Baxter Springs,2.681861196,2.791820112,1.217903814,3.819022764,37.4725673,11.3253285
Bank of Coushatta,5.989797753,3.385684633,1.277862277,1.82303512,38.81159914,11.32454529
First Bank and Trust Company,-5.914751373,3.7390449,0.965738189,1.137202136,39.44957306,11.32288957
The Citizens Bank,-1.328102469,3.316282378,1.67872303,1.498021064,38.73772295,11.30768736
Colchester State Bank,6.655917146,2.922990294,1.047676351,1.790192523,39.46572815,11.30664683
"City First Bank of D.C., National Association",11.09279232,2.753786549,0.051661899,1.664049752,40.74277223,11.30306761
Farmers and Merchants Bank,4.039403495,3.56674315,0.887023099,1.416630606,39.33533865,11.30143388
Centinel Bank of Taos,11.50030673,3.441301848,1.845826864,1.653656106,38.23574519,11.2941325
First State Bank of Warren,-2.520343683,2.955441292,0.677503351,1.14592141,40.39369005,11.29313903
Security State Bank of Oklee,-2.267725576,2.608177395,1.322822928,3.004778489,38.19730169,11.28327013
Peoples Bank of Macon,0.951126719,2.765954794,0.655075367,0.708884688,40.99112282,11.28025942
Brantley Bank and Trust Company,-2.696240453,3.820033395,0.950007256,1.67739628,38.66580402,11.27831024
Farmers State Bank,3.101706401,2.913504166,0.850723476,2.970065482,38.33856958,11.26821568
First National Bank of Griffin,5.255045626,3.635074276,0.470515176,1.175491329,39.78197983,11.26576515
Danville State Savings Bank,2.144445843,2.514968918,1.470174059,1.578414957,39.46941402,11.25824299
First National Bank,-13.17157506,3.470457639,0.470058759,3.103773872,37.93012996,11.24360506
"KEB Hana Bank USA, National Association",-18.62044366,2.97931867,-1.875339572,2.336694184,41.42681739,11.21687267
Pikes Peak National Bank,-1.845961363,3.540881224,0.390970862,1.219351263,39.68339801,11.20865034
The Peoples Bank of Red Level,-3.731535003,5.23591738,0.973879353,1.275727164,37.27681439,11.19058457
"TIB The Independent Bankersbank, National Association",3.559571106,1.764656991,0.825424033,1.244020955,40.91902369,11.18828142
Logan County Bank,1.017805434,2.963878339,1.141141577,1.180187715,39.30996242,11.14879251
Lamont Bank of St. John,11.34270904,3.418329746,1.672606231,1.901336074,37.57791824,11.14254757
POINTWEST BANK,-2.028312695,3.416979363,1.103825355,0.987566787,38.95336674,11.11543456
Huntington Federal Savings Bank,0.284128009,2.346155943,0.514610456,0.736961451,40.83290736,11.1076588
Cecil Bank,-18.05186984,2.160932039,-1.024892509,0.829419077,42.41855344,11.09600301
Peoples Savings and Loan Company,2.229348215,3.343550996,0.578448674,0.302887406,40.15237288,11.09431499
Vinings Bank,28.60374853,3.410338622,0.89840856,1.148985063,38.8694176,11.08178746
NINNESCAH VALLEY BANK,4.686871396,3.79003308,0.937321376,1.181441877,38.4169237,11.08143001
Bank of Hancock County,-1.775695917,3.95103914,1.017579661,3.559285249,35.78503745,11.07823538
First Bank of Linden,2.111085737,3.541899905,0.882232518,1.027995086,38.84194768,11.0735188
International Bank of Commerce,-9.334820482,3.163372023,0.850287528,1.417182322,38.80955151,11.06009835
1st State Bank of Mason City,-4.083797401,2.989612431,1.196418064,1.352134441,38.69379096,11.05798897
Alpine Capital Bank,-0.726483558,3.372597284,1.678467164,5.753856181,33.38553651,11.04761428
The First Farmers National Bank of Waurika,2.611202827,3.68425423,1.395709844,6.627393225,32.43192969,11.03482175
The Hopeton State Bank,-4.73670766,3.542842412,0.400369865,0.874286766,39.30591541,11.03085361
1st Cameron State Bank,-8.702783617,2.818371732,0.283934976,0.981358137,40.00891777,11.02314565
Bank of York,1.724360257,3.044707693,0.837050322,0.850267739,39.35481002,11.02170894
First State Bank of Colfax,-2.499769819,3.281273868,2.592296319,1.593921625,36.56968358,11.00929385
"The Bank of La Fayette, Georgia",5.908197717,3.390346347,0.961817079,0.924361813,38.7376263,11.00353788
Bonduel State Bank,4.104477612,2.971332047,1.022820785,0.884380284,39.13289059,11.00285593
Cornerstone Bank,4.157942705,3.263826192,0.769821865,1.342798063,38.54816858,10.98115368
Bank of Hazelton,4.236627432,2.898675463,1.176298769,1.61717142,38.1752838,10.96685736
State Bank of Burrton,-3.729393748,3.595059826,0.383636772,1.813110181,38.05062607,10.96060821
Chisholm Trail State Bank,19.93121283,3.14411453,0.31730162,1.807148126,38.44598763,10.92863798
Ballinger National Bank,331.864972,3.798692713,-1.52696879,1.680019132,39.73757974,10.9223307
Citizens Bank & Trust Company,-2.53999605,3.317941598,0.823525984,0.860498077,38.68457436,10.921635
Peoples Savings Bank,5.51747048,3.357788865,0.970051523,2.193784278,37.16063178,10.92056411
Farmers Bank & Trust,9.729262941,3.320618582,1.948591027,1.403852871,36.95579107,10.90721339
First National Bank in Fredonia,-1.207117054,3.503514202,1.490166291,2.332678652,36.26175144,10.89702765
Midland Federal Savings and Loan Association,2.103016028,2.765814794,-0.091715627,0.734909281,40.15402122,10.89075742
The First Bank of Okarche,10.32651475,3.638851516,2.108254852,2.211456879,35.59977282,10.88958402
Bank of Cushing,11.28441247,4.83483872,1.422981678,1.860860781,35.41199041,10.8826679
"JPMorgan Chase Bank, National Association",7.849883932,2.355006061,1.235970396,1.119974882,38.74090763,10.86296474
Westmoreland Federal Savings and Loan Association,2.41348014,1.810128739,0.260857872,0.560774889,40.76404977,10.84895282
The Kansas State Bank,-0.281128639,2.927755131,0.982992581,1.168020765,38.21149947,10.82256699
Goldman Sachs Bank USA,18.18024592,1.717537087,1.177490324,0.72518444,39.63814688,10.81458968
Haskell National Bank,3.034557854,3.504873384,0.913828786,1.134655846,37.70130093,10.81366474
The Farmers and Merchants National Bank of Fairview,-2.217939673,3.454796345,1.93361974,2.191333948,35.59715746,10.79422687
The First National Bank of Stigler,5.703489457,3.54379287,1.762316817,1.230684049,36.61597313,10.78819172
The First National Bank of Coleraine,-0.969736196,2.867402232,0.555518343,0.897819581,38.80060706,10.7803368
Commercial State Bank,7.775288644,3.500850842,1.647665273,1.053166428,36.91366535,10.77883697
The Walton State Bank,1.019607843,3.285912326,0.029601707,1.05926138,38.72268908,10.77436612
First National Bank and Trust Company of Newtown,1.196095645,2.96948642,0.932773098,1.202181574,37.99111914,10.77389006
The First National Bank of McIntosh,-1.876515575,2.650323537,1.25423455,2.550362211,36.63495616,10.77246911
Fort Hood National Bank,5.808360028,2.648589576,1.055253413,0.503262561,38.87053938,10.76941123
Jersey State Bank,-1.513061279,3.130116213,1.031327372,1.199500208,37.70256267,10.76587662
Bank of Ripley,-0.776079456,3.896123396,0.906237056,1.06060973,37.1962821,10.76481307
The Citizens National Bank of Woodsfield,13.39819397,2.855891618,0.728312341,0.631362468,38.81836879,10.7584838
GN Bank,-3.616432959,3.531612527,-0.068711268,0.984767721,38.55511542,10.7506961
Community Bank and Trust - Alabama,-0.988292535,3.498884141,0.200521236,5.147725213,34.09935055,10.73662029
First State Bank of St. Peter,4.270579241,3.790726108,1.377918598,0.811735941,36.92430917,10.72617245
The Mt. Victory State Bank,10.19503007,3.284422744,0.448530371,1.640911263,37.51139194,10.72131408
First National Bank and Trust Company,3.029142666,3.372244371,0.298217336,1.370299554,37.82354714,10.7160771
Turtle Mountain State Bank,1.215603266,3.206715218,0.612777318,2.680378978,36.34109465,10.71024154
The Marion National Bank,5.562590873,3.082194436,0.750800882,1.541307028,37.45133906,10.70641035
FNBT BANK,6.642761581,3.507803021,1.126620756,2.811892517,35.33430088,10.69515429
Asian Pacific National Bank,-1.907854322,2.893511469,0.346877609,2.53814147,37.00043879,10.69474233
Texas First State Bank,0.427697444,2.517117654,0.297439143,0.494501298,39.42861034,10.68441711
Melvin Savings Bank,-0.159156471,2.622917231,0.964710899,1.506864605,37.61776868,10.67806535
Mason City National Bank,1.199586935,2.970592583,1.246772,0.530730404,37.91288849,10.66524587
Williamsville State Bank & Trust,-1.734266014,2.904718937,0.282041854,0.764592688,38.70525484,10.66415208
Home Banking Company,-3.072292514,3.997068094,0.651073272,1.040732101,36.88757594,10.64411235
First Bank,4.979390715,3.323333239,0.934946801,1.529698942,36.77116575,10.63978618
United Southwest Bank,4.88887907,3.265171986,0.32340188,1.152954809,37.69054036,10.60801726
First Delta Bank,-10.3565714,3.055528487,0.804193706,1.848291018,36.71701825,10.60625787
First State Bank of Harvey,-1.481382299,2.884048666,1.101989946,1.232810225,37.15506433,10.59347829
Bank of Cattaraugus,3.129175467,4.531588012,0.518947819,1.531520836,35.74845912,10.58262895
Menard  Bank,17.29139779,3.285531428,0.78882362,1.542629242,36.70950003,10.58162108
AMG National Trust Bank,12.86260255,2.403646149,2.242267511,1.075073713,36.55503034,10.56900443
"Security State Bank, Wishek, North Dakota",-0.764565588,2.996893183,0.9776473,3.316730813,34.92061329,10.55297115
The First National Bank of Okawville,-5.587808418,3.144688806,0.806746311,0.786973084,37.3903578,10.5321915
Robert Lee State Bank,10.21265102,3.510386215,0.556849203,2.038633781,35.98860623,10.52361886
Stillman BancCorp N.A.,7.06312415,2.595903861,1.022336223,1.191655355,37.27138541,10.52032021
Eureka Savings Bank,-2.113655441,2.517064348,0.207786292,1.213892323,38.11208197,10.51270623
Farmers and Merchants Bank,3.906788476,3.648658354,1.12011759,1.160808088,35.95937191,10.47223899
Preferred Bank,1.614936265,3.084869474,1.099331857,1.085620647,36.61280387,10.47065646
Warren Bank and Trust Company,4.560305931,3.129383743,0.754406028,0.532851954,37.4503558,10.46674938
The Security State Bank,1.015610923,3.33745545,1.08269338,1.221148685,36.17376775,10.45376632
The Merchants & Citizens Bank,2.42923804,3.39307372,0.756928821,2.722608408,34.93763437,10.45256133
Escambia County Bank,1.873587619,3.646803034,1.076167178,1.842948718,35.23248648,10.44960135
The Peoples Bank,0.65677144,2.994848679,0.838247088,1.592599406,36.32615444,10.4379624
Farmers State Bank of Medora,-1.09663464,3.481391471,0.690331574,0.926052022,36.59640827,10.42354583
Western Dakota Bank,2.545149324,3.141937443,0.832344913,0.963222417,36.74762408,10.42128221
Millville Savings Bank,-0.339636148,2.786050251,0.327489465,2.739357853,35.82475993,10.41941437
Nevada Bank and Trust Company,11.04007983,3.451700976,0.702791633,2.477687781,35.01235684,10.41113431
Citizens 1st Bank,-1.999766402,2.680368742,1.77640612,0.657658373,36.52528421,10.40992936
Yakima Federal Savings and Loan Association,1.421061782,2.610531004,1.140584748,0.552801391,37.26819904,10.39302905
Security Federal Savings Bank,-13.39075959,3.387891785,0.518972689,1.222997674,36.36697338,10.37420888
Hilltop National Bank,5.984446885,2.95674926,1.286609022,1.303142648,35.9220307,10.36713291
The Lyon County State Bank,0.684936373,3.130287636,1.103280757,1.547089159,35.67495364,10.3639028
First State Bank,-0.952688351,2.429477288,1.02435963,0.867654829,37.1152805,10.35919306
Citizens State Bank of Glenville,2.750925673,2.548307206,0.5770491,1.875167426,36.41062598,10.35278743
West Central Georgia Bank,-6.189812568,3.748679762,1.316866784,2.906857728,33.42076006,10.34829108
The First National Bank of Absecon,-2.669756663,3.342277779,0.519398201,1.217864413,36.30590962,10.3463625
Bank of Kirksville,-4.897720373,2.298297177,1.17169173,1.5395189,36.37445493,10.34599068
Beach Community Bank,5.068748917,3.020640414,-15.28008247,0.984268596,52.64740542,10.34305799
Gates Banking and Trust Company,5.249715623,2.904656657,0.836660913,1.80021179,35.82512395,10.34166333
The Perryton National Bank,2.964978703,2.950230673,1.528754261,1.79045533,35.0124231,10.32046584
First Command Bank,-2.880582216,3.035338066,2.024729032,0.72197926,35.48614532,10.31704792
